epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.3745,0.69016,0.54588,0.99951,0.7887,0.48744,0.56513,0.30496,1.61885,1.36742,1.78913,0.0673359,0.000164141,0.000164141
2,72.0057,0.65291,0.50873,0.97404,0.8433,0.65158,0.7409,0.39953,1.49687,0.92269,1.56814,0.0341679,0.000329498,0.000329498
3,108.768,0.64251,0.49765,0.97314,0.89515,0.78713,0.8354,0.55076,1.1277,0.62706,1.2742,0.000998585,0.000493535,0.000493535
4,139.821,0.61116,0.47546,0.96203,0.90701,0.75461,0.82099,0.55895,1.13695,0.66419,1.2525,0.00049406,0.00049406,0.00049406
5,175.26,0.61815,0.47671,0.96304,0.94448,0.71037,0.81832,0.52874,1.21812,0.6736,1.31035,0.00049208,0.00049208,0.00049208
6,203.434,0.61678,0.47238,0.96022,0.94779,0.74759,0.82179,0.54303,1.17437,0.64586,1.27921,0.0004901,0.0004901,0.0004901
7,237.613,0.61957,0.48083,0.96434,0.84717,0.75157,0.8098,0.55019,1.13424,0.70932,1.24746,0.00048812,0.00048812,0.00048812
8,282.31,0.60872,0.46958,0.96473,0.91749,0.7437,0.82268,0.5269,1.25796,0.7001,1.32075,0.00048614,0.00048614,0.00048614
9,313.946,0.60577,0.47005,0.96132,0.92811,0.75459,0.82258,0.52118,1.23615,0.68258,1.33599,0.00048416,0.00048416,0.00048416
10,355.012,0.61938,0.47598,0.96365,0.91878,0.74715,0.83503,0.53957,1.18262,0.66803,1.30388,0.00048218,0.00048218,0.00048218
11,391.404,0.6169,0.47903,0.96765,0.93317,0.76039,0.83273,0.55635,1.11289,0.62101,1.24385,0.0004802,0.0004802,0.0004802
12,423.176,0.59911,0.46408,0.9591,0.90006,0.75793,0.82362,0.54443,1.17346,0.68456,1.2979,0.00047822,0.00047822,0.00047822
13,456.025,0.61624,0.47444,0.96343,0.92442,0.7463,0.82462,0.54877,1.15455,0.64947,1.26487,0.00047624,0.00047624,0.00047624
14,487.004,0.61524,0.46989,0.9605,0.92624,0.74861,0.81766,0.53674,1.21336,0.66183,1.34096,0.00047426,0.00047426,0.00047426
15,517.188,0.61891,0.48002,0.96521,0.9099,0.75123,0.83036,0.53405,1.19651,0.68122,1.3514,0.00047228,0.00047228,0.00047228
16,545.536,0.61623,0.47681,0.96238,0.92685,0.75449,0.82693,0.53904,1.18409,0.66644,1.31685,0.0004703,0.0004703,0.0004703
17,572.33,0.61872,0.4762,0.96375,0.91426,0.73696,0.81625,0.49117,1.40944,0.72753,1.4556,0.00046832,0.00046832,0.00046832
18,602.132,0.61853,0.47793,0.96508,0.9078,0.76737,0.83049,0.54657,1.20413,0.67275,1.29659,0.00046634,0.00046634,0.00046634
19,663.66,0.6175,0.47107,0.96089,0.90388,0.77666,0.83219,0.55534,1.17362,0.64551,1.25914,0.00046436,0.00046436,0.00046436
20,701.049,0.61039,0.47597,0.96263,0.89927,0.75724,0.82696,0.5472,1.17437,0.66675,1.28542,0.00046238,0.00046238,0.00046238
21,743.562,0.62044,0.47358,0.9643,0.91222,0.7395,0.81648,0.55477,1.17354,0.68418,1.2975,0.0004604,0.0004604,0.0004604
22,789.124,0.61541,0.47712,0.96597,0.88928,0.74093,0.81468,0.535,1.17393,0.69057,1.31671,0.00045842,0.00045842,0.00045842
23,835.002,0.62036,0.47705,0.96685,0.92943,0.73692,0.81461,0.52929,1.21868,0.69819,1.33125,0.00045644,0.00045644,0.00045644
24,862.364,0.61386,0.47168,0.96182,0.91045,0.7605,0.82886,0.5615,1.1672,0.68767,1.27688,0.00045446,0.00045446,0.00045446
25,908.236,0.62474,0.47819,0.96448,0.91828,0.76114,0.83069,0.56387,1.12075,0.68363,1.23876,0.00045248,0.00045248,0.00045248
26,945.75,0.61353,0.47564,0.96483,0.91088,0.75293,0.82961,0.57495,1.11983,0.67894,1.23841,0.0004505,0.0004505,0.0004505
27,973.464,0.61607,0.47211,0.96486,0.9221,0.75619,0.82688,0.53444,1.25728,0.68904,1.35151,0.00044852,0.00044852,0.00044852
28,1086.35,0.61479,0.46855,0.95882,0.92525,0.73675,0.8107,0.54246,1.18002,0.67644,1.30523,0.00044654,0.00044654,0.00044654
29,1112.76,0.61175,0.46999,0.96173,0.92657,0.75287,0.82873,0.54255,1.23348,0.67875,1.31772,0.00044456,0.00044456,0.00044456
30,1147.99,0.61179,0.47382,0.96107,0.90274,0.75095,0.82596,0.55224,1.18415,0.67053,1.28343,0.00044258,0.00044258,0.00044258
31,1178.24,0.6116,0.46978,0.96373,0.94506,0.74059,0.83532,0.54702,1.21674,0.66488,1.34041,0.0004406,0.0004406,0.0004406
32,1214.34,0.61872,0.47504,0.96142,0.90688,0.76365,0.8293,0.50847,1.36324,0.71287,1.44939,0.00043862,0.00043862,0.00043862
33,1242.81,0.6106,0.47159,0.95642,0.8972,0.75732,0.82584,0.55979,1.10255,0.65316,1.23641,0.00043664,0.00043664,0.00043664
34,1273.23,0.6159,0.47512,0.96376,0.88972,0.76857,0.8257,0.55825,1.13888,0.63968,1.26898,0.00043466,0.00043466,0.00043466
35,1301.24,0.61273,0.47079,0.95801,0.9193,0.75667,0.83357,0.57661,1.08888,0.6357,1.23583,0.00043268,0.00043268,0.00043268
36,1329.24,0.61924,0.47657,0.95968,0.92983,0.76504,0.83853,0.56197,1.129,0.63474,1.26252,0.0004307,0.0004307,0.0004307
37,1363,0.60704,0.46503,0.96018,0.91843,0.74558,0.83268,0.52186,1.25168,0.67026,1.37829,0.00042872,0.00042872,0.00042872
38,1391.8,0.59833,0.4603,0.95768,0.91015,0.75056,0.8357,0.57207,1.10585,0.63151,1.25147,0.00042674,0.00042674,0.00042674
39,1417.3,0.61003,0.47268,0.95937,0.90555,0.76954,0.83265,0.55372,1.18272,0.66183,1.30205,0.00042476,0.00042476,0.00042476
40,1451.4,0.61934,0.4777,0.96828,0.8977,0.7722,0.84005,0.54663,1.20256,0.64928,1.34155,0.00042278,0.00042278,0.00042278
41,1485.8,0.61852,0.47528,0.96354,0.93647,0.75064,0.82215,0.5612,1.11239,0.63458,1.23619,0.0004208,0.0004208,0.0004208
42,1515.31,0.61848,0.47377,0.96511,0.91081,0.76001,0.82864,0.54745,1.15665,0.65872,1.27645,0.00041882,0.00041882,0.00041882
43,1541.08,0.62347,0.47951,0.9646,0.92321,0.74781,0.83115,0.5629,1.16487,0.65904,1.2844,0.00041684,0.00041684,0.00041684
