epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,36.3585,0.68078,0.53864,0.9895,0.67754,0.42241,0.47997,0.2688,1.89118,1.8893,1.95789,0.0672378,0.000164634,0.000164634
2,64.9533,0.62258,0.47992,0.96077,0.87614,0.6941,0.76636,0.43686,1.54934,0.9435,1.62171,0.0340703,0.000330481,0.000330481
3,95.473,0.56158,0.43437,0.94167,0.89576,0.7636,0.82583,0.49568,1.47214,0.79126,1.5827,0.000902007,0.000495503,0.000495503
4,122.639,0.55757,0.42654,0.93571,0.91653,0.76162,0.83203,0.57626,1.07382,0.64097,1.27208,0.000496288,0.000496288,0.000496288
5,151.282,0.55888,0.42749,0.93665,0.91022,0.76762,0.83961,0.53718,1.27864,0.67041,1.40213,0.00049505,0.00049505,0.00049505
6,177.732,0.58417,0.43673,0.94267,0.91305,0.77397,0.83111,0.52555,1.3177,0.71402,1.45534,0.000493813,0.000493813,0.000493813
7,204.557,0.58121,0.43572,0.94331,0.90975,0.75736,0.82661,0.53082,1.27749,0.72675,1.42803,0.000492575,0.000492575,0.000492575
8,233.081,0.55717,0.42279,0.93815,0.93732,0.75184,0.82748,0.57666,1.09009,0.65565,1.26483,0.000491338,0.000491338,0.000491338
9,258.37,0.56181,0.42741,0.93996,0.90471,0.75585,0.83301,0.5328,1.27175,0.70152,1.44616,0.0004901,0.0004901,0.0004901
10,283.81,0.56498,0.4298,0.93623,0.91955,0.72888,0.82366,0.53226,1.22884,0.69101,1.37305,0.000488863,0.000488863,0.000488863
11,309.02,0.56699,0.43092,0.94253,0.90567,0.75093,0.82409,0.52249,1.31323,0.71062,1.43349,0.000487625,0.000487625,0.000487625
12,334.4,0.5626,0.42914,0.9383,0.93358,0.72528,0.81917,0.55617,1.15931,0.70877,1.31192,0.000486388,0.000486388,0.000486388
13,359.738,0.56921,0.4365,0.94212,0.92317,0.7305,0.81852,0.55434,1.15231,0.69583,1.30005,0.00048515,0.00048515,0.00048515
14,385.329,0.56149,0.42771,0.93705,0.89808,0.73964,0.82559,0.54814,1.1874,0.70384,1.32746,0.000483913,0.000483913,0.000483913
15,410.524,0.56079,0.42583,0.93849,0.9336,0.73405,0.82758,0.56607,1.12614,0.69649,1.28541,0.000482675,0.000482675,0.000482675
16,437.769,0.55941,0.42334,0.9346,0.88962,0.76846,0.83004,0.56615,1.14479,0.71646,1.31606,0.000481438,0.000481438,0.000481438
17,462.782,0.56324,0.4317,0.93957,0.9044,0.7555,0.82946,0.5564,1.18816,0.67541,1.3398,0.0004802,0.0004802,0.0004802
18,490.695,0.56341,0.42821,0.94034,0.8926,0.77484,0.83247,0.5215,1.27832,0.67569,1.45223,0.000478963,0.000478963,0.000478963
19,516.084,0.56451,0.4265,0.936,0.91916,0.74402,0.81845,0.51789,1.32782,0.75303,1.46872,0.000477725,0.000477725,0.000477725
20,541.197,0.56004,0.42894,0.93844,0.90877,0.73764,0.80764,0.53103,1.20081,0.73796,1.3481,0.000476488,0.000476488,0.000476488
21,566.264,0.56585,0.43191,0.94202,0.90731,0.72463,0.81218,0.5244,1.27025,0.72848,1.41086,0.00047525,0.00047525,0.00047525
22,591.642,0.56477,0.43464,0.93813,0.87507,0.72878,0.79326,0.54382,1.14967,0.73736,1.30314,0.000474013,0.000474013,0.000474013
23,618.544,0.57465,0.43714,0.94253,0.91407,0.73416,0.82464,0.55563,1.14841,0.71459,1.32147,0.000472775,0.000472775,0.000472775
24,644.984,0.56211,0.43016,0.93757,0.93064,0.73441,0.82724,0.55548,1.16272,0.69954,1.31888,0.000471538,0.000471538,0.000471538
25,670.4,0.57824,0.43899,0.94709,0.93113,0.76587,0.83604,0.54651,1.23065,0.68491,1.37137,0.0004703,0.0004703,0.0004703
26,695.356,0.5781,0.43611,0.94309,0.94294,0.75927,0.83759,0.54774,1.17821,0.67116,1.35286,0.000469063,0.000469063,0.000469063
27,720.515,0.55922,0.4275,0.93894,0.92486,0.75741,0.82638,0.54899,1.20522,0.69135,1.35209,0.000467825,0.000467825,0.000467825
28,746.053,0.57009,0.43041,0.93714,0.91971,0.74526,0.81948,0.52145,1.2734,0.69893,1.42731,0.000466587,0.000466587,0.000466587
29,771.426,0.56785,0.43658,0.94306,0.91055,0.75271,0.8229,0.54986,1.20612,0.68383,1.32902,0.00046535,0.00046535,0.00046535
30,796.294,0.55923,0.42726,0.93896,0.89016,0.76078,0.81729,0.55232,1.13803,0.68439,1.28739,0.000464112,0.000464112,0.000464112
31,821.379,0.57774,0.4359,0.94247,0.92059,0.75487,0.84062,0.54535,1.23189,0.68239,1.41098,0.000462875,0.000462875,0.000462875
32,846.775,0.56645,0.43082,0.93916,0.91836,0.74016,0.82385,0.50082,1.37353,0.71809,1.51284,0.000461637,0.000461637,0.000461637
33,871.887,0.56778,0.43406,0.94033,0.88952,0.74178,0.81025,0.54949,1.15371,0.73072,1.3151,0.0004604,0.0004604,0.0004604
34,897.529,0.56435,0.43129,0.94008,0.90823,0.76205,0.82338,0.55804,1.15015,0.67856,1.28731,0.000459163,0.000459163,0.000459163
35,922.833,0.56883,0.43033,0.94004,0.91189,0.74529,0.82309,0.56511,1.11512,0.68548,1.30196,0.000457925,0.000457925,0.000457925
36,948.222,0.57265,0.43509,0.93959,0.93935,0.76224,0.83253,0.52329,1.336,0.71826,1.46162,0.000456687,0.000456687,0.000456687
37,975.922,0.56643,0.43034,0.93839,0.93064,0.74307,0.82517,0.53273,1.28148,0.68912,1.39441,0.00045545,0.00045545,0.00045545
38,1002.99,0.56448,0.42796,0.94153,0.90963,0.78061,0.83305,0.53418,1.24984,0.67392,1.39945,0.000454212,0.000454212,0.000454212
39,1028.75,0.55945,0.42689,0.93604,0.92175,0.74988,0.8263,0.54021,1.20566,0.69133,1.3474,0.000452975,0.000452975,0.000452975
40,1054.01,0.56416,0.42748,0.93836,0.90357,0.75566,0.80978,0.54073,1.17337,0.69807,1.33517,0.000451737,0.000451737,0.000451737
41,1081.43,0.56595,0.42943,0.94095,0.90285,0.75529,0.82183,0.51787,1.33064,0.73113,1.46354,0.0004505,0.0004505,0.0004505
42,1106.85,0.57554,0.43751,0.94389,0.91301,0.77106,0.82693,0.55595,1.16028,0.68675,1.32512,0.000449263,0.000449263,0.000449263
43,1132.55,0.56864,0.43184,0.93751,0.92594,0.75246,0.82668,0.55542,1.18347,0.6641,1.35989,0.000448025,0.000448025,0.000448025
44,1159.73,0.5671,0.43021,0.93665,0.90315,0.75291,0.82121,0.55347,1.16782,0.70063,1.29677,0.000446788,0.000446788,0.000446788
45,1185.09,0.56842,0.43167,0.93964,0.91891,0.76886,0.82421,0.54905,1.1674,0.65709,1.34122,0.00044555,0.00044555,0.00044555
46,1210.75,0.5691,0.4295,0.9418,0.94796,0.73064,0.82175,0.54335,1.2008,0.70773,1.3682,0.000444312,0.000444312,0.000444312
47,1235.95,0.57167,0.43316,0.94178,0.94067,0.73801,0.8252,0.54945,1.18646,0.69235,1.32748,0.000443075,0.000443075,0.000443075
48,1261.42,0.57154,0.43303,0.94267,0.94109,0.75612,0.8301,0.5326,1.26416,0.69246,1.37312,0.000441838,0.000441838,0.000441838
49,1286.64,0.57534,0.43496,0.94286,0.90408,0.7506,0.8274,0.573,1.13896,0.69598,1.30007,0.0004406,0.0004406,0.0004406
50,1311.79,0.56915,0.43096,0.9384,0.91939,0.7237,0.81415,0.57242,1.09791,0.68781,1.25924,0.000439363,0.000439363,0.000439363
51,1340.61,0.57335,0.43391,0.94348,0.9169,0.77465,0.83725,0.55603,1.21664,0.68657,1.33576,0.000438125,0.000438125,0.000438125
52,1367.71,0.56851,0.43338,0.94213,0.93751,0.75317,0.83126,0.54989,1.18166,0.65573,1.32586,0.000436888,0.000436888,0.000436888
53,1393.54,0.56967,0.43257,0.94149,0.91315,0.7603,0.8212,0.5079,1.36657,0.70858,1.49888,0.00043565,0.00043565,0.00043565
54,1419.35,0.57727,0.43072,0.94036,0.90029,0.75245,0.81316,0.55542,1.11829,0.68584,1.28124,0.000434412,0.000434412,0.000434412
55,1445.06,0.57155,0.43176,0.93792,0.90777,0.77577,0.83797,0.55586,1.20765,0.68402,1.36063,0.000433175,0.000433175,0.000433175
56,1470.51,0.56473,0.42958,0.94099,0.90315,0.76728,0.82339,0.50454,1.39603,0.70872,1.51889,0.000431938,0.000431938,0.000431938
57,1495.89,0.55979,0.42818,0.93759,0.89652,0.75927,0.82448,0.56605,1.15628,0.67913,1.29689,0.0004307,0.0004307,0.0004307
58,1521.32,0.56763,0.43478,0.94228,0.9103,0.76797,0.83406,0.57291,1.12534,0.63185,1.28712,0.000429463,0.000429463,0.000429463
59,1548.42,0.56842,0.43113,0.94037,0.91918,0.76275,0.83569,0.51917,1.33005,0.68684,1.44737,0.000428225,0.000428225,0.000428225
60,1573.68,0.56909,0.43175,0.93944,0.93793,0.71158,0.80959,0.55115,1.17122,0.72277,1.30729,0.000426988,0.000426988,0.000426988
61,1599.01,0.57105,0.43289,0.94216,0.90316,0.7697,0.83321,0.5455,1.23402,0.70846,1.38068,0.00042575,0.00042575,0.00042575
62,1624.15,0.57244,0.43713,0.94408,0.93337,0.74669,0.82349,0.5691,1.12918,0.6561,1.278,0.000424512,0.000424512,0.000424512
63,1649.7,0.56928,0.43595,0.94279,0.92574,0.7419,0.81799,0.54885,1.18345,0.71028,1.34783,0.000423275,0.000423275,0.000423275
64,1675.14,0.5681,0.43052,0.94057,0.89561,0.76499,0.83614,0.55835,1.15871,0.66295,1.31723,0.000422038,0.000422038,0.000422038
65,1700.69,0.56661,0.43213,0.93799,0.90942,0.77195,0.83838,0.52653,1.30106,0.66582,1.42359,0.0004208,0.0004208,0.0004208
66,1726.26,0.56725,0.43406,0.93809,0.88075,0.77294,0.82641,0.55524,1.18763,0.67289,1.33782,0.000419563,0.000419563,0.000419563
67,1751.62,0.56332,0.42984,0.94086,0.88344,0.76002,0.82491,0.54107,1.25251,0.70155,1.35987,0.000418325,0.000418325,0.000418325
68,1777.06,0.57882,0.43975,0.9436,0.90576,0.75753,0.82518,0.56629,1.14724,0.6481,1.27264,0.000417088,0.000417088,0.000417088
69,1802.77,0.57439,0.43431,0.94328,0.91408,0.74547,0.82187,0.53401,1.26934,0.70016,1.4075,0.00041585,0.00041585,0.00041585
70,1827.94,0.57048,0.42918,0.94048,0.88773,0.76523,0.82778,0.52913,1.2868,0.71092,1.43069,0.000414613,0.000414613,0.000414613
71,1853.65,0.57562,0.43088,0.93974,0.92672,0.75068,0.8258,0.56288,1.15508,0.65998,1.31122,0.000413375,0.000413375,0.000413375
72,1878.67,0.56992,0.43682,0.9424,0.89753,0.7541,0.83075,0.56827,1.13697,0.64405,1.29731,0.000412137,0.000412137,0.000412137
73,1904.13,0.57011,0.43255,0.94008,0.91321,0.72517,0.81314,0.55404,1.1366,0.68514,1.29278,0.0004109,0.0004109,0.0004109
74,1929.6,0.56905,0.43189,0.94036,0.93605,0.74383,0.82995,0.55969,1.19638,0.67928,1.32807,0.000409662,0.000409662,0.000409662
75,1954.99,0.56929,0.43248,0.94045,0.91779,0.75699,0.83315,0.56138,1.15316,0.66348,1.29201,0.000408425,0.000408425,0.000408425
76,1980.35,0.57659,0.44046,0.94247,0.92537,0.75745,0.82474,0.5248,1.28864,0.69968,1.41958,0.000407187,0.000407187,0.000407187
77,2005.84,0.57179,0.43315,0.94172,0.90988,0.74635,0.82233,0.54163,1.21275,0.67972,1.37174,0.00040595,0.00040595,0.00040595
78,2031.69,0.57434,0.44089,0.94259,0.90257,0.74713,0.82675,0.55522,1.19476,0.72251,1.33147,0.000404713,0.000404713,0.000404713
79,2057.59,0.56431,0.4281,0.93633,0.93836,0.75579,0.84069,0.56415,1.15292,0.63671,1.30942,0.000403475,0.000403475,0.000403475
80,2082.94,0.57288,0.43314,0.94055,0.90981,0.7486,0.82663,0.53159,1.27516,0.71002,1.37998,0.000402237,0.000402237,0.000402237
