epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.4648,0.67506,0.5308,0.98715,0.62934,0.43432,0.46044,0.244,1.83961,2.04236,2.04568,0.0672378,0.000164634,0.000164634
2,59.5228,0.61386,0.47239,0.95774,0.85885,0.70717,0.78186,0.49933,1.31635,0.83155,1.42929,0.0340695,0.000329661,0.000329661
3,89.7657,0.55526,0.42788,0.93783,0.87002,0.78119,0.82757,0.55018,1.2167,0.68654,1.32874,0.000899542,0.000493038,0.000493038
4,116.337,0.54336,0.41532,0.92887,0.904,0.77292,0.83488,0.56,1.1511,0.67753,1.30717,0.000492575,0.000492575,0.000492575
5,141.692,0.54274,0.41529,0.9293,0.89018,0.74303,0.81896,0.55311,1.20758,0.71942,1.34435,0.0004901,0.0004901,0.0004901
6,167.183,0.56366,0.42143,0.93309,0.91101,0.77387,0.83021,0.51056,1.37999,0.7131,1.51916,0.000487625,0.000487625,0.000487625
7,196.254,0.55035,0.41745,0.9319,0.91278,0.71789,0.80483,0.53479,1.23093,0.78259,1.40073,0.00048515,0.00048515,0.00048515
8,221.777,0.54501,0.41402,0.93303,0.89867,0.76312,0.8297,0.53999,1.23582,0.69803,1.39356,0.000482675,0.000482675,0.000482675
9,248.428,0.54863,0.41973,0.93433,0.91378,0.72901,0.81947,0.54505,1.20814,0.71664,1.37453,0.0004802,0.0004802,0.0004802
10,273.767,0.55289,0.41917,0.93101,0.93206,0.74143,0.83107,0.55133,1.19868,0.67665,1.37467,0.000477725,0.000477725,0.000477725
11,298.636,0.54945,0.41676,0.93395,0.86428,0.7616,0.81662,0.53389,1.21556,0.7177,1.38821,0.00047525,0.00047525,0.00047525
12,324.019,0.54913,0.41527,0.93196,0.91871,0.78202,0.83852,0.53081,1.29131,0.69918,1.45783,0.000472775,0.000472775,0.000472775
13,349.365,0.55387,0.42372,0.93479,0.90609,0.75452,0.82342,0.5484,1.20167,0.69641,1.37169,0.0004703,0.0004703,0.0004703
14,375.107,0.54347,0.41356,0.92839,0.92011,0.77399,0.83839,0.56846,1.15204,0.65379,1.32486,0.000467825,0.000467825,0.000467825
15,402.17,0.54223,0.41004,0.92879,0.87801,0.7518,0.81248,0.56654,1.1194,0.70791,1.27225,0.00046535,0.00046535,0.00046535
16,431.725,0.5496,0.41352,0.9304,0.92666,0.75875,0.84105,0.57487,1.13291,0.65101,1.31868,0.000462875,0.000462875,0.000462875
17,456.957,0.54949,0.41655,0.93338,0.92346,0.7503,0.83498,0.57717,1.10831,0.67237,1.27555,0.0004604,0.0004604,0.0004604
18,486.46,0.54617,0.41409,0.93282,0.92076,0.74824,0.82596,0.53296,1.23625,0.68073,1.39596,0.000457925,0.000457925,0.000457925
19,513.405,0.54673,0.41284,0.92877,0.90769,0.77477,0.83221,0.52549,1.32519,0.69758,1.47329,0.00045545,0.00045545,0.00045545
20,539.128,0.54936,0.41959,0.93383,0.91969,0.74995,0.82008,0.55529,1.15377,0.68421,1.30927,0.000452975,0.000452975,0.000452975
21,564.488,0.54742,0.41519,0.93302,0.91017,0.73121,0.81643,0.54548,1.21453,0.75609,1.35344,0.0004505,0.0004505,0.0004505
22,590.899,0.5484,0.42101,0.93085,0.94083,0.75666,0.8406,0.55122,1.2462,0.70038,1.38576,0.000448025,0.000448025,0.000448025
23,618.7,0.54966,0.41903,0.93196,0.92907,0.7473,0.83197,0.57169,1.13441,0.69393,1.31136,0.00044555,0.00044555,0.00044555
24,643.446,0.54576,0.41511,0.93145,0.88969,0.76381,0.82177,0.56297,1.14227,0.68747,1.29911,0.000443075,0.000443075,0.000443075
25,668.428,0.56052,0.42687,0.93883,0.89895,0.75193,0.82343,0.56086,1.14743,0.69539,1.29828,0.0004406,0.0004406,0.0004406
26,693.134,0.55706,0.42172,0.93476,0.92437,0.74668,0.83822,0.56019,1.20766,0.66995,1.37018,0.000438125,0.000438125,0.000438125
27,718.014,0.54766,0.415,0.93372,0.94694,0.73203,0.83308,0.52953,1.34418,0.71014,1.45943,0.00043565,0.00043565,0.00043565
28,742.872,0.55233,0.4165,0.92951,0.90591,0.75648,0.83143,0.52287,1.3308,0.70715,1.46045,0.000433175,0.000433175,0.000433175
29,767.666,0.55229,0.42561,0.93624,0.9176,0.74318,0.82659,0.54496,1.23144,0.71073,1.35219,0.0004307,0.0004307,0.0004307
30,792.699,0.54608,0.41551,0.93259,0.89746,0.76735,0.82395,0.57202,1.10685,0.65773,1.27153,0.000428225,0.000428225,0.000428225
31,816.653,0.56163,0.42301,0.93614,0.90448,0.73754,0.82114,0.55841,1.17093,0.74695,1.35197,0.00042575,0.00042575,0.00042575
32,841.46,0.55609,0.42023,0.9351,0.89396,0.75223,0.82162,0.51663,1.29675,0.7227,1.45932,0.000423275,0.000423275,0.000423275
33,866.668,0.55116,0.42141,0.93335,0.8928,0.76445,0.82167,0.52814,1.24695,0.69323,1.39998,0.0004208,0.0004208,0.0004208
34,891.879,0.5522,0.41975,0.93427,0.93228,0.74113,0.82987,0.56736,1.13454,0.67544,1.29645,0.000418325,0.000418325,0.000418325
35,917.153,0.5531,0.41765,0.93283,0.9023,0.7631,0.82824,0.56872,1.13244,0.66667,1.29837,0.00041585,0.00041585,0.00041585
36,942.492,0.55802,0.42305,0.93287,0.91169,0.76853,0.83315,0.53483,1.28133,0.69299,1.40981,0.000413375,0.000413375,0.000413375
37,969.373,0.55126,0.4173,0.93186,0.91591,0.77108,0.84604,0.56248,1.18633,0.66144,1.3387,0.0004109,0.0004109,0.0004109
38,996.093,0.55225,0.41831,0.93542,0.89555,0.75942,0.83058,0.54536,1.2437,0.69546,1.38115,0.000408425,0.000408425,0.000408425
39,1021.39,0.54505,0.41397,0.92931,0.92084,0.75499,0.83354,0.549,1.198,0.70403,1.34848,0.00040595,0.00040595,0.00040595
40,1046.81,0.54775,0.4148,0.93143,0.9063,0.7346,0.8236,0.55082,1.19133,0.69974,1.34,0.000403475,0.000403475,0.000403475
41,1073.42,0.54676,0.41532,0.93224,0.90329,0.76322,0.8405,0.55112,1.21895,0.65349,1.34359,0.000401,0.000401,0.000401
42,1096.83,0.5623,0.42529,0.93818,0.91078,0.75129,0.8321,0.53986,1.25526,0.67819,1.40938,0.000398525,0.000398525,0.000398525
43,1119.26,0.55402,0.42092,0.9317,0.91076,0.74399,0.82398,0.56556,1.1096,0.64962,1.26462,0.00039605,0.00039605,0.00039605
44,1145.51,0.54799,0.41585,0.9285,0.92404,0.75551,0.83066,0.55332,1.17494,0.67382,1.32293,0.000393575,0.000393575,0.000393575
45,1170.88,0.55257,0.42051,0.93351,0.9234,0.77624,0.84685,0.53358,1.27543,0.681,1.41387,0.0003911,0.0003911,0.0003911
46,1196.19,0.55052,0.41589,0.93437,0.92973,0.7607,0.83365,0.56396,1.13465,0.67729,1.3094,0.000388625,0.000388625,0.000388625
47,1221.57,0.55213,0.41802,0.93307,0.92393,0.74265,0.82772,0.57287,1.1234,0.69121,1.27904,0.00038615,0.00038615,0.00038615
48,1246.14,0.54747,0.41703,0.93302,0.92679,0.75277,0.83657,0.56582,1.19901,0.71359,1.33191,0.000383675,0.000383675,0.000383675
49,1269.74,0.548,0.41929,0.93181,0.91833,0.76088,0.83388,0.5564,1.22611,0.67699,1.37112,0.0003812,0.0003812,0.0003812
50,1295.34,0.54915,0.41401,0.93022,0.9408,0.73787,0.82654,0.57597,1.10305,0.68007,1.286,0.000378725,0.000378725,0.000378725
51,1324.09,0.55513,0.42062,0.93532,0.9022,0.77829,0.83346,0.56907,1.14725,0.67818,1.29591,0.00037625,0.00037625,0.00037625
52,1350.16,0.54787,0.41499,0.93324,0.89193,0.77866,0.83424,0.55293,1.20141,0.67611,1.35755,0.000373775,0.000373775,0.000373775
53,1376.52,0.54864,0.41598,0.93232,0.92961,0.75274,0.83767,0.54806,1.21447,0.67359,1.34882,0.0003713,0.0003713,0.0003713
54,1402.71,0.55806,0.41684,0.93223,0.90613,0.76334,0.82697,0.55707,1.1782,0.68278,1.33126,0.000368825,0.000368825,0.000368825
55,1428.38,0.54976,0.41368,0.92801,0.93918,0.74601,0.83271,0.53762,1.28129,0.70764,1.4439,0.00036635,0.00036635,0.00036635
