epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.0325,0.68593,0.53611,0.99069,0.61722,0.41277,0.42651,0.18895,2.18242,2.13715,2.48754,0.0672378,0.000164634,0.000164634
2,67.8535,0.62126,0.47618,0.95992,0.88044,0.71589,0.80237,0.51635,1.26486,0.80845,1.41038,0.0340684,0.000328568,0.000328568
3,96.2416,0.55526,0.42946,0.93852,0.9037,0.78232,0.83253,0.4975,1.45716,0.74658,1.59911,0.000896255,0.000489751,0.000489751
4,122.222,0.54854,0.41862,0.93213,0.92044,0.76342,0.83649,0.57523,1.09581,0.64699,1.29209,0.000487625,0.000487625,0.000487625
5,147.762,0.55002,0.42012,0.93188,0.88766,0.75678,0.82021,0.54854,1.20112,0.71034,1.33878,0.0004835,0.0004835,0.0004835
6,172.077,0.56446,0.42558,0.93521,0.91352,0.7726,0.83939,0.56066,1.20168,0.69241,1.34154,0.000479375,0.000479375,0.000479375
7,195.094,0.55893,0.42482,0.93598,0.92693,0.73401,0.82134,0.54373,1.26754,0.72992,1.40323,0.00047525,0.00047525,0.00047525
8,219.719,0.55544,0.41957,0.93762,0.9127,0.76887,0.83236,0.54748,1.2492,0.66316,1.38334,0.000471125,0.000471125,0.000471125
9,242.891,0.55197,0.42253,0.93573,0.92012,0.75344,0.82855,0.55081,1.18452,0.70417,1.37084,0.000467,0.000467,0.000467
10,265.394,0.55726,0.42278,0.93195,0.91957,0.74378,0.83198,0.5699,1.13137,0.68361,1.27971,0.000462875,0.000462875,0.000462875
11,288.08,0.55301,0.41981,0.93533,0.91203,0.75782,0.82958,0.55672,1.17866,0.67729,1.34743,0.00045875,0.00045875,0.00045875
12,310.667,0.54855,0.41635,0.93112,0.88242,0.78292,0.84282,0.55136,1.22146,0.69563,1.36526,0.000454625,0.000454625,0.000454625
13,333.564,0.55517,0.42426,0.93561,0.87648,0.77342,0.82554,0.55047,1.17567,0.68965,1.33101,0.0004505,0.0004505,0.0004505
14,356.276,0.54367,0.4137,0.92926,0.9352,0.76785,0.83826,0.57686,1.13222,0.64508,1.30413,0.000446375,0.000446375,0.000446375
15,379.656,0.54545,0.41291,0.93141,0.88929,0.7451,0.81302,0.56444,1.16629,0.71741,1.33131,0.00044225,0.00044225,0.00044225
16,408.603,0.54841,0.4123,0.93014,0.9251,0.74245,0.82782,0.55963,1.14549,0.67391,1.31921,0.000438125,0.000438125,0.000438125
17,432.59,0.55163,0.41855,0.93414,0.89292,0.75566,0.82299,0.56514,1.16301,0.67605,1.33109,0.000434,0.000434,0.000434
18,459.391,0.54796,0.4161,0.93449,0.91604,0.75985,0.82677,0.54456,1.1773,0.66019,1.35178,0.000429875,0.000429875,0.000429875
19,482.276,0.55018,0.41518,0.92946,0.89392,0.76156,0.82433,0.53445,1.27374,0.69014,1.42534,0.00042575,0.00042575,0.00042575
20,505.179,0.55232,0.42144,0.9345,0.91398,0.74492,0.82135,0.54938,1.16105,0.66253,1.33428,0.000421625,0.000421625,0.000421625
21,528.816,0.54944,0.41794,0.93498,0.874,0.77143,0.83007,0.54719,1.18715,0.68674,1.35375,0.0004175,0.0004175,0.0004175
22,551.687,0.54922,0.42297,0.932,0.90887,0.76513,0.83756,0.56977,1.16139,0.65374,1.33453,0.000413375,0.000413375,0.000413375
23,576.633,0.5551,0.42189,0.93415,0.91232,0.75217,0.83142,0.56557,1.15818,0.69184,1.3127,0.00040925,0.00040925,0.00040925
24,599.365,0.54973,0.41839,0.93263,0.90323,0.75245,0.82891,0.56765,1.13424,0.68329,1.29953,0.000405125,0.000405125,0.000405125
25,622.169,0.56008,0.42585,0.93911,0.88247,0.78624,0.84293,0.56732,1.14121,0.65643,1.31328,0.000401,0.000401,0.000401
26,644.489,0.55645,0.42077,0.93436,0.90938,0.77643,0.83607,0.55855,1.18965,0.68489,1.34036,0.000396875,0.000396875,0.000396875
27,667.048,0.54826,0.41582,0.93396,0.93228,0.7436,0.83777,0.55501,1.20812,0.68643,1.33913,0.00039275,0.00039275,0.00039275
28,690.126,0.55055,0.4162,0.92883,0.92343,0.75914,0.84347,0.56467,1.16569,0.63815,1.33698,0.000388625,0.000388625,0.000388625
29,713.791,0.55164,0.42473,0.93654,0.89896,0.75687,0.82101,0.541,1.2103,0.70896,1.3562,0.0003845,0.0003845,0.0003845
30,736.255,0.54541,0.41599,0.93298,0.89137,0.77153,0.83238,0.56495,1.16583,0.6596,1.30599,0.000380375,0.000380375,0.000380375
31,758.576,0.55344,0.41849,0.93332,0.90483,0.7736,0.83852,0.55425,1.21593,0.67592,1.38959,0.00037625,0.00037625,0.00037625
32,781.075,0.54959,0.41701,0.93233,0.90262,0.76156,0.82829,0.52814,1.30403,0.70662,1.44894,0.000372125,0.000372125,0.000372125
33,804.113,0.54551,0.41892,0.9315,0.90686,0.75263,0.83008,0.54936,1.2096,0.69647,1.37717,0.000368,0.000368,0.000368
34,826.939,0.5451,0.41575,0.93189,0.8976,0.7666,0.83463,0.57053,1.14545,0.6756,1.30134,0.000363875,0.000363875,0.000363875
