epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,40.9261,0.71324,0.56687,1.00582,0.62824,0.34547,0.35956,0.20505,1.97184,2.45346,2.19743,0.0672378,0.000164634,0.000164634
2,70.1677,0.65525,0.51126,0.97864,0.86509,0.71305,0.79303,0.53131,1.24147,0.83051,1.36505,0.0340679,0.000328021,0.000328021
3,101.983,0.60023,0.46612,0.95913,0.91204,0.73477,0.82743,0.5112,1.36686,0.75373,1.46236,0.000894612,0.000488108,0.000488108
4,128.591,0.60353,0.46351,0.9566,0.90171,0.77748,0.83641,0.56608,1.12622,0.64805,1.26711,0.00048515,0.00048515,0.00048515
5,155.921,0.60709,0.46984,0.95872,0.9121,0.76527,0.82376,0.52997,1.30848,0.72175,1.37616,0.0004802,0.0004802,0.0004802
6,182.939,0.61951,0.47312,0.96121,0.93178,0.75522,0.84022,0.55915,1.18389,0.65865,1.30182,0.00047525,0.00047525,0.00047525
7,209.719,0.61158,0.46975,0.96068,0.88867,0.76506,0.81676,0.53342,1.24378,0.72451,1.33949,0.0004703,0.0004703,0.0004703
8,239.689,0.60592,0.46507,0.96145,0.91238,0.75614,0.83016,0.56413,1.14712,0.66892,1.26329,0.00046535,0.00046535,0.00046535
9,266.023,0.60476,0.46832,0.96107,0.91233,0.78242,0.84471,0.51766,1.3392,0.69185,1.45089,0.0004604,0.0004604,0.0004604
10,292.415,0.61256,0.4665,0.95705,0.89621,0.74826,0.81927,0.53798,1.21711,0.71491,1.3405,0.00045545,0.00045545,0.00045545
11,318.667,0.61086,0.46637,0.96225,0.88846,0.77187,0.82887,0.56933,1.13212,0.66366,1.25487,0.0004505,0.0004505,0.0004505
12,345.826,0.60129,0.46282,0.95556,0.90457,0.75945,0.82887,0.53548,1.30658,0.7301,1.39541,0.00044555,0.00044555,0.00044555
13,372.346,0.61226,0.47051,0.9608,0.91667,0.75679,0.83211,0.56845,1.1517,0.66379,1.28029,0.0004406,0.0004406,0.0004406
14,398.96,0.60606,0.46431,0.95692,0.87122,0.78854,0.84077,0.55597,1.18853,0.65244,1.3298,0.00043565,0.00043565,0.00043565
15,425.621,0.60144,0.46255,0.95795,0.90364,0.73475,0.8145,0.53484,1.23911,0.73905,1.34134,0.0004307,0.0004307,0.0004307
16,455.611,0.60575,0.46311,0.95687,0.88259,0.77518,0.83258,0.56952,1.126,0.63361,1.2719,0.00042575,0.00042575,0.00042575
17,483.02,0.60806,0.46978,0.96018,0.92242,0.74948,0.82705,0.56736,1.13338,0.69153,1.25889,0.0004208,0.0004208,0.0004208
18,512.357,0.6093,0.46415,0.96154,0.92076,0.75572,0.83662,0.5246,1.30159,0.68079,1.41416,0.00041585,0.00041585,0.00041585
